"source_tab","section","event_count"
,"/chuckyy/song","154"
,"/officialshoday/song","154"
"Browse","Browse - Popular Playlists in Rwanda Playlists","154"
,"/xnelson15529/re-ups","154"
"Playlists","Playlists - Jazz","154"
,"/the-weeknd/album","153"
,"/bakjay/album","153"
"Browse","Browse - Popular Playlists in Kenya Playlists","153"
,"/fated2happen/song","153"
,"/rnb/songs","153"
"My Library","Playlists - Popular in Your Area","153"
,"/shawarmalover02/song","152"
"Search","Playlists - Καραϊβική","150"
"Search","Playlists - Страна","150"
"Search","Playlists - باهت","150"
"Search","Playlists - برد","150"
,"Browse - Popular Playlists in Rwanda Playlists","150"
,"Playlists - Angry","150"
,"/rihanna/song","150"
,"/wybiekvh/likes","149"
,"/hemen-1/likes","149"
"Search","Playlists - Γυμναστήριο","149"
,"/bigxthaplug/album","149"
,"/brandon-7069/likes","147"
,"/my-library/notifications","147"
,"/raq-baby/song","146"
"Search","Playlists - Playlists You Might Like","146"
,"/yuhhhhhhhhhhhhhhhhhhhhhhhhhhh/song","145"
,"/1804jackboy/album","145"
,"/abu_khemeem/song","145"
,"/lil-darkie/song","145"
,"/ayomaff/song","144"
"Search","Playlists - Чувствуй себя хорошо","144"
"Browse","Browse - Lo-Fi Beats Playlists","144"
,"/burna-boy/album","144"
"Feed","Widget","144"
,"Browse - Latin Playlists Playlists","143"
"Playlists","Playlists - Rock","143"
,"Browse - Popular Playlists in Togo Playlists","143"
,"/garvey-45/likes","143"
,"/ynw-melly/song","143"
,"/dwinthestoic/song","143"
,"Playlists - Mexican","143"
"My Library","Browse - Mix Stations","143"
,"/modukesa/likes","143"
,"/nasty-c/song","142"
"Search","Playlists - إلكتروني","142"
"Search","Playlists - R&B.","142"
,"/nfrealmusic/song","142"
,"Playlists - Electronic Era","141"
,"/osamason/song","141"
,"/tauruslistener/song","140"
,"/pop-smoke/song","140"
,"/barry-jhay/song","140"
,"/juliusv1216/likes","140"
,"Playlists - Jazz","140"
"Search","Playlists - Impreza","140"
,"/dancehall/recent","139"
"Search","Playlists - موسيقى الجاز","138"
,"/xxxtentacion/album","138"
"Search","Playlists - Desaparecido","138"
,"/alviebrown/song","137"
,"/jumhapp/playlist","137"
,"/alamriki/likes","137"
,"/mohasty1/song","137"
"My Library","Browse - Recently Added","136"
"Browse","My Library - Offline","136"
,"/2pac/song","136"
"Feed","Profile - Articles","135"
,"Playlists - Feel Good","135"
,"Playlists - Latin","134"
,"/black-sherif/album","134"
,"/boyllona/song","134"
,"/ed-sheeran/song","134"
,"/sp3d-up/song","133"
,"/roddyricch/album","133"
"Browse","Browse - Afrosounds Playlists","133"
"Search","Playlists - Sesso","132"
"Search","Playlists - Hiphop","132"
,"/malikkk4737/likes","132"
,"/rybeena_/song","131"
,"/roddyricch/song","130"
"Search","Playlists - Вдохновение","130"
,"/kevin-gates/song","130"
"Feed","Queue - Geo-Restricted","130"
,"/jazz/trending-now/songs","130"
,"/beatdatasslikeadrum/song","130"
,"/mayori_alyam/song","129"
,"/brymolawale/song","129"
,"/vybzkartel/song","129"
"Search","Playlists - هیپ هاپ","128"
,"/nenechan-1/likes","128"
"Playlists","Player - More from artist","127"
,"/evadolee/song","126"
,"/00pium_wrld/song","126"
,"Browse - Punjabi Playlists Playlists","126"
,"/centralcee/song","126"
"Browse","Playlists - Popular Playlists in Ghana","126"
,"/rando-87/likes","125"
,"/dejajlloh/likes","124"
,"/raq-baby/album","124"
,"/j-cole/song","123"
,"/playboicarti/song","123"
,"/babytron/song","123"
"Search","Playlists - Sală de gimnastică","122"
"Browse","External Deeplink – Open With Audiomack","122"
"Search","Playlists - Land","122"
"Browse","Playlists - Popular Playlists in France","122"
,"/miamelissa130712/likes","122"
"Feed","Charts - Top Albums","121"
"Search","Playlists - Feel- good","121"
,"/victorad/song","120"
,"/yourname/song","120"
,"/ciah-30/likes","120"
"Search","Playlists - Afrosuoni","120"
"Search","Browse - Recently Added","119"
,"/sleepy-hallow/song","119"
"Playlists","Playlists - Afrobeats","119"
"Search","Restore Downloads","119"
,"/prosper-2879/likes","118"
,"/kevin-gates/album","118"
,"/forgot-password","118"
,"/chronic-law/song","117"
,"/lukahate/song","117"
,"/timaya/song","117"
,"/lilly-vinnily/song","117"
"Browse","Browse - R&B Playlists","117"
,"Playlists - Afrosounds Playlists","117"
,"/tayiwar/song","117"
,"/26amber-ang783/likes","117"
,"/akon/song","117"
,"/wallybseck/album","116"
,"/glorillapimp/song","116"
,"/wl5089901/likes","116"
,"/kizzdaniel/album","116"
"Search","Playlists - ركز","116"
,"/mehrshadtajik0702/likes","116"
"Search","Browse - Mix Stations","116"
,"/misscecilia-1/likes","116"
,"/runtown/song","115"
,"/oliviarodrigo/song","114"
,"Browse - Popular Playlists in Mexico Playlists","114"
,"/eminem/album","113"
,"/ti-blaze/album","112"
,"/cloudluvr/song","112"
,"/stupiduke/song","112"
"Search","Playlists - Cinsellik","112"
,"/moriyurii/song","111"
"Playlists","Notifications","111"
,"Playlists - Popular Playlists in Liberia","109"
,"/ika-myson/song","109"
,"Playlists - Sad","109"
,"/psquare/album","109"
,"/lil-tecca/album","109"
,"/tatianamanaoisofficial/song","109"
,"/naira-marley/song","109"
,"/basedsigmajihadifemb/song","108"
,"/2baba/song","108"
,"/tojirider/likes","108"
,"/stray-kids/album","108"
,"/hunxho/song","107"
,"/kwesi-arthur/song","107"
"Search","Playlists - Τζαζ","107"
,"/migos/album","107"
,"/child2silent/song","107"
,"/musicplugg24/song","107"
,"/polog/song","107"
"Playlists","Playlists - Keep The Beat Going","107"
"Search","Playlists - Χιπ χοπ","107"
,"/youngthug/song","107"
,"/onedreammusic99/song","106"
,"/jaydeschrist/album","106"
"Search","Playlists - Блеклый","106"
,"/silverr_/song","106"
,"/meek-mill/song","106"
,"/artistic_muse_/likes","106"
,"/likmakj/song","105"
,"Browse - Popular Playlists in Germany Playlists","105"
,"/partynextdoor/song","105"
,"/sarkodie/song","105"
,"/khalid1447/likes","105"
,"/s4m-music/song","104"
,"/xlddkkddkdkd/likes","104"
,"/hakuten/song","104"
,"/aymeesilva11/likes","104"
,"/philolalist/likes","103"
,"/zlatan_ibile/song","103"
"Search","Playlists - Seks","103"
,"/officialliltjay/song","103"
,"/t1red-1/likes","103"
,"/gunna/album","103"
,"/cardi-b/song","103"
,"/hypnodaddy/song","103"
,"/bisakdei/song","102"
,"/morganwallen/song","102"
,"/bossman-dlow/song","102"
,"/kittyyuhhhhh/likes","102"
,"/jyyxx/song","102"
,"/ayeshaerotica/song","102"
,"/crazy-point/album","102"
,"/rex3mk/likes","102"
,"/baby-kia/song","101"
,"/Bloodhoundmrfto/song","101"
,"/abenakyeboah4/re-ups","101"
,"/aguerobanks/album","101"
,"/m-rowofficial/song","100"
,"/clarkkeasia239/likes","100"
,"Playlists - Rock","100"
"Search","Playlists - Amore","99"
"Search","Playlists - Ύπνος","99"
,"/1043097/likes","98"
,"/ryuuvoxt/likes","98"
,"/bathinginacheronva/song","97"
,"/seyivibezmusic/re-ups","97"
,"/jid/song","96"
,"/booterbee/album","96"
,"/world/post/you-need-to-hear-beeztrap-kotm","96"
,"/officialdeebaby/album","96"
,"/bubacarymarong/song","96"
,"Playlists - YOUR PLAYLISTS","95"
"Search","Playlists - Aşk","95"
"Search","Playlists - Електронна","95"
,"/ninopaid/song","95"
,"/nyxasmr/song","95"
,"/itsjahmiel/song","95"
,"/kmart075/likes","95"
,"/solilik0/song","94"
,"/dawla-khilafa/song","94"
"My Library","Browse - Offline Music","94"
,"/arellasinger/likes","94"
"Search","Playlists - Сум","94"
"Playlists","Browse - Playlists You Might Like Playlists","93"
,"/kodakblack/album","93"
,"/tervoris-causey-1/likes","93"
,"/farhichrango/likes","93"
,"/tenientertainer/song","93"
,"/dearstranger/song","93"
,"/barry-jhay/album","92"
,"/yanyangonhard/song","92"
,"/stunningtina/song","92"
,"/qassamiyah/song","92"
,"/brunomars/song","91"
,"/danhengissobabygirl/song","91"
"Playlists","Smart Share Link","91"
,"/1018638/likes","91"
,"/student-184/likes","91"
"Search","Playlists - İyi Hisset","91"
,"/dthang/song","90"
,"/crismjmusic/song","90"
,"/nicki-minaj/song","90"
,"/tee-grizzley/song","90"
"Search","Playlists - Карибский бассейн","90"
,"/keykay1601/song","90"
"Browse","Browse - Popular Playlists in Mali Playlists","90"
,"/simi/song","90"
,"Playlists - Country Playlists","90"
,"/nocap/song","90"
,"/bo_7sn/likes","90"
,"/abdulhassan_jnr/album","89"
"Charts","Search - Albums","89"
,"/s-a-k-y/song","88"
,"Playlists - Hip-Hop Playlists","88"
"Search","Playlists - Popular in Your Area","88"
,"/migos/song","88"
,"/luhhtheresa/likes","88"
,"/tq9t7bxx7g/likes","88"
,"/rinihub/song","88"
,"/infiniteshadow/song","88"
"Feed","Search - Top Albums","88"
,"/ahheater3000/likes","88"
,"/realbleeda/song","87"
,"/lucky-dube/song","87"
"Search","Playlists - Αγάπη","87"
,"/sayramanabel/likes","87"
"Search","Playlists - 체육관","87"
,"/screwlyg/album","87"
,"/torylanez/song","86"
,"/mishusings/song","86"
,"/tony-archive/album","85"
,"/enesalicehajic56/song","85"
,"Browse - Popular Playlists in Spain Playlists","85"
,"/otegabillibillz/album","85"
,"/olamide/song","85"
,"/BhadBoi_OML/song","85"
,"/jaydayounganmusic/album","85"
,"/herencia-de-grandes/album","85"
,"/tml_vibez/album","85"
,"Playlists - R&B Playlists","84"
,"Playlists - My Playlists","84"
,"/khaid/song","84"
,"/justin-bieber/song","84"
,"/ahlulsunnah/song","84"
"Search","Playlists - Hip hop","84"
,"/tylerthecreator/playlist","84"
,"/ajebo-hustlers/album","84"
,"/stardustmusic/song","84"
,"/ashnikko/song","83"
,"/odumodublvck/album","83"
,"/dilfdestroyerrr/song","83"
,"/danaperea246/likes","83"
,"/oxladeofficial/song","82"
,"/rorocienta/song","82"
,"/kingot/song","82"
,"/bloodhound-q50/song","82"
,"/dj-jordin-black/song","82"
,"/dax-lovrrr/re-ups","82"
"Search","Playlists - Sportschool","82"
"Browse","Browse - Popular Playlists in South Africa Playlists","82"
,"Browse - Playlists Near You Playlists","81"
,"/92Legend/song","81"
,"Browse - Rock Playlists Playlists","81"
,"/chiefkeef/album","81"
,"/babychiefdoit/song","81"
,"/hrnym1lly/song","81"
,"/tony-archive/song","81"
,"/dvm-girl/likes","81"
,"/evecanbeneedy/song","81"
,"/kekedoyouloveme/song","81"
,"/ineedhelp3/song","81"
,"/beforeknightfalls1w/song","81"
,"/boyykaptain/song","80"
,"/eleazarsean/song","80"
,"/fetty-wap/song","80"
"Search","Playlists - Фитнес","80"
"Charts","Widget","80"
,"/mmahalia619/likes","80"
"Search","Playlists - Rustig aan","80"
,"/mwilliams-23/likes","80"
,"/hzj3800/likes","79"
,"/zinoleesky/album","79"
,"/AnasheedIslamiya101/song","79"
,"/ayrastarr/song","79"
,"/g-herbo/album","78"
,"/ariana-grande/album","78"
,"/billieeilish/song","78"
"Feed","Playlists - Playlists You Might Like","78"
"Browse","Browse - Popular Playlists in Uganda Playlists","78"
"Search","Playlists - प्यार","78"
,"Playlists - Workout","77"
,"/unkaouzi/likes","77"
,"/sebastian-emilio-alvarez-parafita/album","77"
,"/no-name1549/likes","77"
,"/stonebwoy/album","77"
,"/prosperonyekwere4/likes","77"
,"Browse - Popular Playlists in Congo Playlists","77"
,"/sia/album","77"
,"/joellwaga/song","77"
"Search","Playlists - जिम","77"
,"/CLAZERIFT/likes","77"
,"/officialdaddylumba/song","77"
,"/post-malone/song","77"
,"/plus","76"
,"/khanacabemy2013/likes","76"
,"/lil-loaded/song","76"
,"/1028520/likes","76"
,"/1017507/likes","76"
,"/munilong/song","76"
,"/8wv2rxcpk5/likes","76"
,"/2027jfsigala-carrizales/likes","76"
,"/jhene-aiko/song","76"
,"/skiesaudios/song","76"
,"/magixx/song","76"
,"Playlists - Popular Playlists in Zimbabwe","75"
,"/pasie-b/song","75"
,"Playlists - Inspiration","75"
,"/adekunlegold/song","75"
,"/mlsscolavito/likes","75"
"Playlists","Playlists - Curator Spotlight ","75"
,"/meek-mill/album","75"
,"/cupidaudios/song","75"
,"/umar-m-shareef/song","75"
,"/omijeojumi/album","75"
,"/temsbaby/song","75"
"Playlists","Playlists - Best Of: Month","74"
,"/itbejo/re-ups","74"
,"/islambo10q/song","74"
,"/world/post/you-need-to-hear-jorjiana","74"
,"/l-576/playlist","74"
,"/sza/album","74"
"Search","Playlists - Parti","74"
,"/mercychinwo/song","74"
,"/elrepgh/song","74"
,"/dj-zejombii/likes","74"
,"/abuissasigmaalmewingomar/song","74"
,"/folapondis/song","73"
,"/badboyranking/song","73"
,"/mastermind-master-studio/song","73"
,"/jaydayounganmusic/song","73"
,"/risumiii/likes","73"
,"/tanatana/song","73"
"Search","Playlists - Rahatla","73"
,"/lelewepavi/song","73"
,"/esteemine40/likes","73"
,"/mitsukiasai45/likes","73"
"Search","Playlists - Тренування","73"
,"/liltunechi/album","73"
,"/michael-fornedo/likes","73"
,"/latin/songs","73"
,"/albert-collins-4/album","73"
,"/drugs-50/likes","73"
"Search","Playlists - البنجابية","73"
,"/nirvairpannu/song","72"
,"/hurricane-wisdom/song","72"
"My Library","World","72"
,"/alkaline/song","72"
,"/favourish/song","72"
,"/afrobeats/trending-now/albums","72"
,"/kehlani/album","72"
,"Playlists - Punjabi","72"
,"/officialdeebaby/song","71"
,"/partynextdoor/album","71"
"Search","Browse - Afrosounds Playlists Playlists","71"
,"Browse - Popular Playlists in the UK Playlists","71"
"Browse","Browse - Popular Playlists in Cameroon Playlists","70"
,"/user709/song","70"
"Search","Playlists - Upendo","70"
,"/bigkida/song","70"
,"/bex-cd/song","70"
,"/krafti27/likes","70"
,"/41/song","70"
"Search","Playlists - Tělocvična","70"
,"/jeriqthehussla/song","70"
,"/scythermane/album","70"
,"/beabadoobee/song","70"
,"/kum01ura/song","69"
,"/ahsanashfaq0101/likes","69"
"Charts","Browse - Offline Music","69"
,"/fullychop/song","69"
,"Playlists - Popular Playlists in Congo","69"
,"/daveblunts/album","69"
,"/muwahid551/song","69"
,"/neyo/song","69"
"Search","Playlists - Centrum","69"
,"/pinkpantheress/song","68"
,"/nasty-c/album","68"
,"/skales/song","68"
"Search","Playlists - Muzyka pop","68"
"Search","Playlists - Wohlfühlen","68"
,"/kris21-1/album","67"
,"/patorankingfire/song","67"
,"/squashgcity1/song","67"
"Search","Playlists - Tornaterem","67"
,"/mstfymknoob/likes","66"
,"/djstepone/song","66"
,"Browse - Popular Playlists in India Playlists","66"
,"/psquare/song","66"
,"/floppy-audios-20/song","66"
,"/manny-431/song","66"
,"/aboogiewitdahoodie/song","66"
,"/pretty-additude/likes","66"
,"/bb7124552/song","66"
,"/renzel/song","66"
,"/yournasheeds/song","65"
,"/rugerofficial/re-ups","65"
,"/paygotti/song","65"
"Search","Playlists - Панджаби","65"
,"/nyashinski/song","65"
,"/mg-sleepy/album","65"
,"/davidsupra/re-ups","64"
,"/that-mexican-ot/song","64"
,"/omarzatari999/likes","64"
,"/furiotdal/song","64"
"Search","Playlists - Афросаундс","64"
,"/edenk-1/likes","64"
,"/maf-teeski/song","63"
,"/wenuheard/song","63"
"Search","Playlists - латинский","63"
,"/findingfletcher/song","63"
"Search","World","63"
,"/onlykontrolla/song","63"
,"/d4vddd/song","63"
,"/1898042/likes","63"
,"/p5crew/song","62"
,"/omar570/song","62"
,"/ajebo-hustlers/song","62"
,"/shoreline-mafia/song","62"
,"/mdent0992/song","62"
,"/electronic/songs","62"
,"Browse - Caribbean Playlists","62"
"Search","Playlists - Sove","62"
"Search","Playlists - پاپ","62"
,"/nle-choppa/album","62"
,"/taylor-swift/song","62"
,"/quavo/song","62"
,"/yeat/song","62"
,"/allynothere1/feed","62"
"Search","Playlists - دولة","62"
"My Library","Album Details","62"
,"/damokilladavibe/song","62"
,"/somval2022/song","62"
"Browse","Playlists - What's New","61"
"Search","Playlists - Smutný","61"
,"/money-sign-suede/song","61"
,"/babysmoove22/song","61"
,"/khenyzee/song","61"
,"/haloli/likes","61"
,"/izuslvrs/song","61"
,"/wwwxza/album","61"
,"/flavour/song","61"
,"/kinaatagh/song","61"
,"/leondrit8/likes","61"
,"/era-jay/album","61"
,"/johnnyrobertson724/likes","61"
,"/dax/song","61"
,"/alfaransi/likes","61"
,"/g-herbo/song","61"
"Search","Playlists - 힙합","61"
"Search","Playlists - Ηλεκτρονική","61"
,"/kjames3559/likes","60"
,"/evadolee/album","60"
,"/lilpeep/album","60"
,"/cyru-2/song","60"
